"goodreads_book_id","best_book_id","work_id","authors","original_publication_year","original_title","title","language_code","average_rating","ratings_count","work_text_reviews_count"
5359,5359,137715,"John Grisham",1993,"The Client","The Client","English",3.97,320083,1917
228333,228333,221139,"Emma McLaughlin, Nicola Kraus",2002,"The Nanny Diaries","The Nanny Diaries (Nanny, #1)","English",3.4,323762,5121
24213,24213,2375385,"Lewis Carroll, John Tenniel, Martin Gardner",1865,"Alice's Adventures in Wonderland","Alice's Adventures in Wonderland & Through the Looking-Glass","English",4.06,340920,7736
2156,2156,2534720,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,"Persuasion","Persuasion","English",4.13,365425,13117
556602,556602,2523229,"Tatiana de Rosnay",2007,"Elle s'appelait Sarah","Sarah's Key","English",4.14,312444,26614
43615,43615,46575,"Stephen King",1982,"The Gunslinger","The Gunslinger (The Dark Tower, #1)","English",3.99,332494,13014
9712,9712,3285349,"Gabriel García Márquez, Edith Grossman",1985,"El amor en los tiempos del cólera","Love in the Time of Cholera","English",3.89,283806,15246
439288,439288,118521,"Laurie Halse Anderson",1999,"Speak","Speak","English",4,360156,18379
17802724,17802724,23986788,"Liane Moriarty",2013,"The Husband's Secret","The Husband's Secret","English",3.92,232106,27610
1898,1898,1816662,"Jon Krakauer",1997,"Into Thin Air: A Personal Account of the Mt. Everest Disaster","Into Thin Air: A Personal Account of the Mount Everest Disaster","English",4.11,291258,10439
242006,242006,828773,"Augusten Burroughs",2002,"Running with Scissors","Running with Scissors","English",3.7,293878,11601
8908,8908,817,"Max Brooks",2006,"World War Z: An Oral History of the Zombie War","World War Z: An Oral History of the Zombie War","English",4.01,312969,22412
17212231,17212231,23841765,"Dan Brown",2013,"Inferno","Inferno (Robert Langdon, #4)","English",3.8,287533,33700
47281,47281,2677305,"Lois Lowry",1989,"Number the Stars","Number the Stars","English",4.11,333638,10304
13145,13145,3373984,"James Patterson",1993,"Along Came a Spider","Along Came a Spider (Alex Cross, #1)","English",4.08,311499,3600
10614,10614,3230869,"Stephen King",1987,"Misery","Misery","English",4.11,334647,6416
66559,18045891,3801,"Gillian Flynn",2006,"Sharp Objects","Sharp Objects","English",3.92,207889,28268
2839,2839,2237401,"Katherine Paterson",1977,"Bridge to Terabithia","Bridge to Terabithia","English",3.98,337644,9270
30183,30183,30573,"P.C. Cast, Kristin Cast",2007,"Marked","Marked (House of Night, #1)","English",3.79,360044,12870
36072,36072,6277,"Stephen R. Covey",1989,"The 7 Habits of Highly Effective People","The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","English",4.05,314700,6148
4588,4588,1940137,"Jonathan Safran Foer",2005,"Extremely Loud and Incredibly Close","Extremely Loud and Incredibly Close","English",3.97,294726,21107
11387515,11387515,16319487,"R.J. Palacio",2012,"Wonder","Wonder","English",4.43,228538,43021
233093,233093,267087,"Dr. Seuss",1957,"The Cat in the Hat","The Cat in the Hat","English",4.15,314016,4299
11235712,11235712,15545385,"Marissa Meyer",2012,"Cinder","Cinder (The Lunar Chronicles, #1)","English",4.15,427663,41109
16160797,16160797,22002305,"Robert Galbraith, J.K. Rowling",2013,"The Cuckoo's Calling","The Cuckoo's Calling (Cormoran Strike, #1)","English",3.83,297712,27258
6068551,6068551,6244926,"Maggie Stiefvater",2009,"Shiver","Shiver (The Wolves of Mercy Falls, #1)","English",3.78,356625,20521
662,662,817219,"Ayn Rand, Leonard Peikoff",1957,"Atlas Shrugged","Atlas Shrugged","English",3.68,283295,14666
49436,49436,251800,"Greg Mortenson, David Oliver Relin",2006,"Three Cups of Tea","Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time","English",3.64,283516,21681
1232,1232,3209783,"Carlos Ruiz Zafón, Lucia Graves",2001,"La sombra del viento","The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","English",4.24,263685,24652
7631105,7631105,6574198,"James Dashner",2010,"The Scorch Trials","The Scorch Trials (Maze Runner, #2)","English",3.93,305643,23058
4865,4865,2370171,"Dale Carnegie",1936,"How to Win Friends and Influence People","How to Win Friends and Influence People","English",4.13,282623,7909
480479,480479,940760,"Frances Mayes",1996,"Under the Tuscan Sun","Under the Tuscan Sun","English",3.72,279264,3074
19486412,19486412,27570886,"Liane Moriarty",2014,"Big Little Lies","Big Little Lies","English",4.2,306186,30120
24337,24337,2485462,"Gail Carson Levine",1997,"Ella Enchanted","Ella Enchanted","English",3.97,339117,8534
3876,3876,589497,"Ernest Hemingway",1926,"The Sun Also Rises","The Sun Also Rises","English",3.83,284988,9826
14891,14891,833257,"Betty  Smith",1943,"A Tree Grows In Brooklyn","A Tree Grows in Brooklyn","English",4.24,291909,16088
13148,13148,881425,"James Patterson",1995,"Kiss the Girls","Kiss the Girls (Alex Cross, #2)","English",3.93,274639,2798
21853621,21853621,41125521,"Kristin Hannah",2015,"The Nightingale","The Nightingale","English",4.54,253606,37279
6334,6334,1499998,"Kazuo Ishiguro",2005,"Never Let Me Go","Never Let Me Go","English",3.8,294123,21927
366522,366522,2742631,"Cecelia Ahern",2003,"PS, I Love You","P.S. I Love You","English",4.01,262921,7069
12873,17899948,46663,"Daphne du Maurier, Sally Beauman",1938,"Rebecca","Rebecca","English",4.2,177384,14920
18373,18373,3337594,"Daniel Keyes",1966,"Flowers for Algernon","Flowers for Algernon","English",4.07,313044,11328
6952,6952,1172473,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,"Como agua para chocolate","Like Water for Chocolate","English",3.94,263199,6559
1103,1103,1453585,"Lisa See",2005,"Snow Flower and the Secret Fan","Snow Flower and the Secret Fan","English",4.05,280475,15807
22034,22034,266624,"Mario Puzo, Robert Thompson, Peter Bart",1969,"The Godfather","The Godfather","English",4.36,256480,5832
49750,49750,48658,"John Green",2006,"An Abundance of Katherines","An Abundance of Katherines","English",3.63,312754,20657
29579,29579,1783981,"Isaac Asimov",1951,"Foundation","Foundation (Foundation #1)","English",4.13,279688,6240
15783514,15783514,21500681,"Neil Gaiman",2013,"The Ocean at the End of the Lane","The Ocean at the End of the Lane","English",3.99,293844,37655
30118,30118,142009,"Shel Silverstein",1981,"A Light in the Attic","A Light in the Attic","English",4.34,297861,2431
29056083,29056083,48765776,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","English",3.75,270603,53365
11614718,11614718,10342808,"Lauren Oliver",2011,"Delirium","Delirium (Delirium, #1)","English",3.99,256975,24271
32499,32499,490324,"John Grisham",1992,"The Pelican Brief","The Pelican Brief","English",3.95,288376,2006
17061,17061,2834844,"Neil Gaiman",2002,"Coraline","Coraline","English",4.03,316379,13905
12067,12067,4110990,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","English",4.25,298304,13914
70401,70401,1701188,"Jack Kerouac",1955,"On the Road","On the Road","English",3.64,246602,12011
16181775,16181775,22084678,"Graeme Simsion",2013,"The Rosie Project","The Rosie Project (Don Tillman, #1)","English",4.01,251703,31155
3063499,3063499,3094402,"Nicholas Sparks",2008,"The Lucky One","The Lucky One","English",4.1,267166,9476
2122,2122,3331807,"Ayn Rand, Leonard Peikoff",1943,"The Fountainhead","The Fountainhead","English",3.85,244545,10198
76620,76620,1357456,"Richard Adams",1972,"Watership Down","Watership Down (Watership Down, #1)","English",4.05,292426,10399
10335308,10335308,15237902,"Mindy Kaling",2011,"Is Everyone Hanging Out Without Me? (And Other Concerns)","Is Everyone Hanging Out Without Me? (And Other Concerns)","English",3.84,290674,19397
3591262,3591262,3633533,"Abraham Verghese",2009,"Cutting for Stone","Cutting for Stone","English",4.28,258319,23146
140225,140225,3349054,"C.S. Lewis, Pauline Baynes",1951,"The Voyage of the Dawn Treader","The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","English",4.08,306492,4620
295,295,3077988,"Robert Louis Stevenson",1882,"Treasure Island","Treasure Island","English",3.82,268012,7917
9520360,9520360,14406312,"Rick Riordan",2011,"The Son of Neptune","The Son of Neptune (The Heroes of Olympus, #2)","English",4.44,299980,12270
10644930,10644930,15553789,"Stephen King",2011,"11/22/63","11/22/63","English",4.29,258464,30656
4948,4948,3144982,"Eric Carle",1969,"The Very Hungry Caterpillar","The Very Hungry Caterpillar Board Book","English",4.29,296952,5760
135479,135479,1621115,"Kurt Vonnegut Jr.",1963,"Cat's Cradle","Cat's Cradle","English",4.18,238940,8050
2493,2493,3234863,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,"The Time Machine","The Time Machine","English",3.87,276076,7353
39999,39999,1148702,"John Boyne",2006,"The Boy in the Striped Pyjamas","The Boy in the Striped Pajamas","English",4.1,285692,19058
4900,4900,2877220,"Joseph Conrad",1899,"Heart of Darkness","Heart of Darkness","English",3.42,255576,9791
7812659,7812659,10829530,"Nicholas Sparks",2010,"Safe Haven","Safe Haven","English",4.19,255531,12769
52529,52529,2001660,"Rhonda Byrne",2006,"The Secret","The Secret (The Secret, #1)","English",3.62,241537,9663
227711,227711,1191096,"Wally Lamb",1998,"I Know This Much Is True","I Know This Much Is True","English",4.17,246917,7775
10583,33124137,150017,"Stephen King",1983,"Pet Sematary","Pet Sematary","English",3.91,256383,5430
5203,5203,1003370,"Wally Lamb",1992,"She's Come Undone","She's Come Undone","English",3.84,259576,9090
1215032,1215032,2502882,"Patrick Rothfuss",2011,"The Wise Man's Fear","The Wise Man's Fear (The Kingkiller Chronicle, #2)","English",4.57,245686,15503
33724,33724,2888997,"Sophie Kinsella",2003,"Can You Keep a Secret?","Can You Keep a Secret?","English",3.83,278747,9510
6752378,6752378,6948844,"Cassandra Clare",2011,"City of Fallen Angels","City of Fallen Angels (The Mortal Instruments, #4)","English",4.16,341826,18870
14748,14748,2796838,"Jennifer Weiner",2001,"Good in Bed","Good in Bed (Cannie Shapiro, #1)","English",3.7,248804,5500
3412,3412,816449,"Colleen McCullough",1977,"The Thorn Birds","The Thorn Birds","English",4.22,255651,4556
2213661,2213661,2219449,"Neil Gaiman, Dave McKean",2008,"The Graveyard Book","The Graveyard Book","English",4.12,302303,23840
13158800,13158800,18337340,"M.L. Stedman",2012,"The Light Between Oceans","The Light Between Oceans","English",4,243526,29932
28194,28194,2628323,"Cornelia Funke, Anthea Bell",2003,"Tintenherz","Inkheart (Inkworld, #1)","English",3.86,285011,10384
4894,4894,3332594,"Spencer Johnson, Kenneth H. Blanchard",1998,"Who Moved My Cheese?","Who Moved My Cheese?","English",3.74,237272,7877
9791,9791,613469,"Bill Bryson",1997,"A Walk in the Woods","A Walk in the Woods","English",4.05,250192,14422
13214,13214,1413589,"Maya Angelou",1969,"I Know Why the Caged Bird Sings","I Know Why the Caged Bird Sings","English",4.19,270859,6666
15818107,15818107,21545713,"Christina Baker Kline",2013,"Orphan Train","Orphan Train","English",4.14,226091,24700
8755776,8755776,13629058,"Cassandra Clare",2012,"City of Lost Souls","City of Lost Souls (The Mortal Instruments, #5)","English",4.3,300553,16639
13526165,13526165,17626728,"Maria Semple",2012,"Where'd You Go, Bernadette","Where'd You Go, Bernadette","English",3.9,215453,28973
14497,14497,16534,"Neil Gaiman",1996,"Neverwhere","Neverwhere","English",4.18,268318,15680
9717,9717,4489585,"Milan Kundera, Michael Henry Heim",1984,"Nesnesitelná lehkost bytí","The Unbearable Lightness of Being","English",4.08,205279,10682
4473,4473,1734019,"John Irving",1989,"A Prayer for Owen Meany","A Prayer for Owen Meany","English",4.22,226964,11197
32234,32234,1223333,"Janet Fitch",1999,"White Oleander","White Oleander","English",3.93,245674,5960
9275658,9275658,14157512,"Marie Lu",2011,"Legend","Legend (Legend, #1)","English",4.19,299998,23487
14866,14866,3375915,"Jodi Picoult",2007,"Nineteen Minutes","Nineteen Minutes","English",4.1,235978,14004
2318271,2318271,3364076,"Randy Pausch, Jeffrey Zaslow",2008,"The Last Lecture","The Last Lecture","English",4.25,241869,14988
228665,228665,2008238,"Robert Jordan",1990,"The Eye of the World","The Eye of the World (Wheel of Time, #1)","English",4.18,260184,8212
10916,10916,3349846,"Jodi Picoult",1998,"The Pact","The Pact","English",4,221225,9257
65605,65605,1031537,"C.S. Lewis",1953,"The magician's nephew","The Magician's Nephew (Chronicles of Narnia, #6)","English",4.01,268355,8690
2153405,2153405,2158906,"Lisa Genova",2007,"Still Alice","Still Alice","English",4.3,223432,24112
13596809,13596809,19186128,"Sylvia Day",2012,"Reflected in You","Reflected in You (Crossfire, #2)","English",4.33,252564,9817
6689,6689,2379261,"Roald Dahl, Quentin Blake",1961,"James and the Giant Peach","James and the Giant Peach","English",3.99,270402,5120
13137,13137,1711194,"James Patterson",2001,"1st To Die","1st to Die (Women's Murder Club, #1)","English",4.05,233984,5039
13,13,135328,"Douglas Adams",1996,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story","The Ultimate Hitchhiker's Guide to the Galaxy","English",4.37,222842,4254
6280118,6280118,6463667,"David Nicholls",2009,"One Day","One Day","English",3.77,222926,15937
7747374,7747374,10576999,"Pittacus Lore",2010,"I Am Number Four","I Am Number Four (Lorien Legacies, #1)","English",3.94,253437,14101
13497818,13497818,19926990,"J.K. Rowling",2012,"The Casual Vacancy","The Casual Vacancy","English",3.28,231835,28751
24192,24192,1022176,"John Grisham",1996,"The Runaway Jury","The Runaway Jury","English",3.96,222712,1700
4138,4138,2086690,"David Sedaris",1997,"Naked","Naked","English",4.08,201337,5096
45978,45978,2035753,"Christopher Paolini",2005,"Eldest","Eldest (The Inheritance Cycle, #2)","English",3.96,250000,8284
236093,236093,1993810,"L. Frank Baum, W.W. Denslow",1900,"The Wonderful Wizard of Oz","The Wonderful Wizard of Oz (Oz, #1)","English",3.98,247521,8866
121749,121749,3348636,"C.S. Lewis",1951,"Prince Caspian: The Return to Narnia","Prince Caspian (Chronicles of Narnia, #2)","English",3.96,250221,4737
16143347,16143347,21975829,"E. Lockhart",2014,"We Were Liars","We Were Liars","English",3.85,273442,36910
11590,11590,3048937,"Stephen King",1975,"Salem's Lot","'Salem's Lot","English",3.99,228680,6167
7745,7745,1309111,"Hunter S. Thompson, Ralph Steadman",1971,"Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream","Fear and Loathing in Las Vegas","English",4.08,232489,5021
10025305,10025305,6674845,"Cassandra Clare",2011,"Clockwork Prince","Clockwork Prince (The Infernal Devices, #2)","English",4.46,307994,17854
20910157,20910157,40098620,"Amy Poehler",2014,"Yes Please","Yes Please","English",3.81,251082,20301
6149,6149,736076,"Toni Morrison",1987,"Beloved","Beloved","English",3.77,233825,7749
3236307,3236307,3270810,"Kristin Cashore",2008,"Graceling","Graceling (Graceling Realm, #1)","English",4.1,281185,19081
78411,78411,1069597,"Lemony Snicket, Brett Helquist",1999,"The Bad Beginning","The Bad Beginning (A Series of Unfortunate Events, #1)","English",3.89,275670,12794
355697,355697,2662852,"Erich Maria Remarque, A.W. Wheen",1929,"Im Westen nichts Neues","All Quiet on the Western Front","English",3.92,249113,6947
191139,191139,2125304,"Dr. Seuss",1990,"Oh, the Places You'll Go!","Oh, The Places You'll Go!","English",4.34,257260,4021
16115612,16115612,21933087,"Khaled Hosseini",2012,"And The Mountains Echoed","And the Mountains Echoed","English",4.03,199326,24084
7082,7082,830939,"Philip K. Dick, Roger Zelazny",1968,"Do Androids Dream of Electric Sheep?","Do Androids Dream of Electric Sheep?","English",4.08,223828,8330
18254,18254,3057979,"Charles Dickens, George Cruikshank, Philip Horne",1838,"Oliver Twist","Oliver Twist","English",3.85,230181,5342
11149,17383917,2920952,"C.S. Lewis",1942,"A Grief Observed","The Screwtape Letters","English",4.21,116277,8285
6936382,6936382,7168450,"Stephanie Perkins",2010,"Anna and the French Kiss","Anna and the French Kiss (Anna and the French Kiss, #1)","English",4.08,259479,26153
113946,113946,267076,"Dr. Seuss",1957,"How the Grinch Stole Christmas!","How the Grinch Stole Christmas!","English",4.36,250602,2204
5805,5805,392838,"Alan Moore, David   Lloyd",1990,"V for Vendetta","V for Vendetta","English",4.25,210682,4138
2203,2203,963375,"David McCullough",2001,"John Adams","John Adams","English",4.05,215780,5334
14995,14995,4574034,"Dean Koontz",2003,"Odd Thomas","Odd Thomas (Odd Thomas, #1)","English",3.94,205986,6357
119324,119324,1570229,"Philip Pullman",1997,"The Subtle Knife","The Subtle Knife (His Dark Materials, #2)","English",4.1,242503,6139
22232,22232,963221,"Jerry Spinelli",2000,"Stargirl","Stargirl (Stargirl, #1)","English",3.74,237560,11717
7090447,7090447,7346572,"Rick Riordan",2010,"The Red Pyramid","The Red Pyramid (Kane Chronicles, #1)","English",4.06,232791,10914
